1,23.4143493104728
2,16.7517303566727
3,12.8977185771228
4,5.93456774640338
5,4.73738177797569
6,3.85588542092883
7,3.31256865569241
8,2.48302174600725
9,2.08366223560997
10,1.89351685631384
11,1.43869937153651
12,1.33402023221381
13,1.20827177696276
14,0.991797305697375
15,0.837046062947484
16,0.806798156621629
17,0.710343604429622
18,0.666705233795255
19,0.618336867473605
20,0.561543632043168
21,0.554394387857909
22,0.451877176770534
23,0.393828364177207
24,0.378519596818011
25,0.364769416332618
26,0.348554544799938
27,0.328269171745164
28,0.315949086115201
29,0.298508004009418
30,0.287536947645735
31,0.281213276480607
32,0.279606459112803
33,0.250125900577429
34,0.228239493304004
35,0.223293432241272
36,0.214395686421177
37,0.203030880332123
38,0.198064324863767
39,0.192336102032429
40,0.188546604363544
41,0.178122285074523
42,0.169635511581132
43,0.166533085457495
44,0.158152172622731
45,0.152959429729379
46,0.146533468392055
47,0.139603063881611
48,0.137479700707491
49,0.135799739393708
50,0.130830071894332
