0,0
1,29.187266
2,45.823204
3,56.935078
4,63.777796
5,69.240808
6,73.283341
7,76.314115
8,78.641707
9,80.460630
10,82.073246
11,83.317355
12,84.452563
13,85.476447
14,86.349868
15,87.137623
16,87.856446
17,88.533334
18,89.135081
19,89.681058
20,90.174428
21,90.647178
22,91.066701
23,91.420225
24,91.744002
25,92.054442
26,92.343950
27,92.615908
28,92.876732
29,93.120305
30,93.350589
31,93.572703
32,93.787745
33,93.987192
34,94.171770
35,94.350176
36,94.521277
37,94.683995
38,94.843402
39,94.994766
40,95.142169
41,95.280302
42,95.412955
43,95.540756
44,95.662750
45,95.779940
46,95.891038
47,95.997962
48,96.101592
49,96.202760
50,96.299588
51,96.392407
52,96.481148
53,96.564130
54,96.644090
55,96.722002
56,96.798081
57,96.872625
58,96.945182
59,97.015555
60,97.081855
61,97.145380
62,97.207783
63,97.267978
64,97.326885
65,97.383165
66,97.437660
67,97.491029
68,97.543880
69,97.594800
70,97.643437
71,97.691319
72,97.738075
73,97.782705
74,97.826288
75,97.868808
76,97.909814
77,97.949364
78,97.988243
79,98.026257
80,98.063698
81,98.100465
82,98.136195
83,98.170670
84,98.204473
85,98.237349
86,98.269739
87,98.301435
88,98.332268
89,98.362388
90,98.391464
91,98.419824
92,98.447767
93,98.475087
94,98.501896
95,98.528420
96,98.554123
97,98.579431
98,98.603829
99,98.627720
100,98.650977
101,98.673822
102,98.695757
103,98.717374
104,98.738455
105,98.759160
106,98.779438
107,98.799370
108,98.818945
109,98.838065
110,98.856752
111,98.874759
112,98.892336
113,98.909574
114,98.926570
115,98.943021
116,98.959167
117,98.975007
118,98.990600
119,99.005961
120,99.020985
121,99.035691
122,99.050252
123,99.064452
124,99.078401
125,99.092178
126,99.105664
127,99.118903
128,99.131779
129,99.144421
130,99.156838
131,99.168996
132,99.180849
133,99.192553
134,99.204079
135,99.215396
136,99.226435
137,99.237357
138,99.248008
139,99.258422
140,99.268663
141,99.278767
142,99.288765
143,99.298643
144,99.308310
145,99.317813
146,99.327257
147,99.336538
148,99.345573
149,99.354421
150,99.363099
151,99.371485
152,99.379765
153,99.387923
154,99.395977
155,99.403890
156,99.411662
157,99.419362
158,99.426940
159,99.434423
160,99.441755
161,99.448972
162,99.456058
163,99.463036
164,99.469914
165,99.476681
166,99.483344
167,99.489912
168,99.496403
169,99.502787
170,99.509136
171,99.515373
172,99.521505
173,99.527529
174,99.533484
175,99.539381
176,99.545215
177,99.550910
178,99.556556
179,99.562171
180,99.567711
181,99.573142
182,99.578520
183,99.583846
184,99.589101
185,99.594270
186,99.599366
187,99.604406
188,99.609402
189,99.614307
190,99.619184
191,99.624013
192,99.628735
193,99.633417
194,99.638026
195,99.642609
196,99.647116
197,99.651540
198,99.655874
199,99.660183
200,99.664426
201,99.668624
202,99.672779
203,99.676846
204,99.680882
205,99.684865
206,99.688792
207,99.692698
208,99.696577
209,99.700396
210,99.704186
211,99.707893
212,99.711568
213,99.715206
214,99.718799
215,99.722356
216,99.725866
217,99.729361
218,99.732827
219,99.736228
220,99.739596
221,99.742923
222,99.746208
223,99.749455
224,99.752662
225,99.755829
226,99.758971
227,99.762064
228,99.765129
229,99.768173
230,99.771188
231,99.774162
232,99.777096
233,99.779982
234,99.782840
235,99.785672
236,99.788468
237,99.791235
238,99.793990
239,99.796687
240,99.799366
241,99.802019
242,99.804642
