243,99.807223
244,99.809798
245,99.812336
246,99.814842
247,99.817337
248,99.819778
249,99.822207
250,99.824593
251,99.826960
252,99.829309
253,99.831639
254,99.833925
255,99.836198
256,99.838445
257,99.840665
258,99.842856
259,99.845030
260,99.847164
261,99.849272
262,99.851355
263,99.853417
264,99.855462
265,99.857484
266,99.859488
267,99.861462
268,99.863410
269,99.865334
270,99.867235
271,99.869123
272,99.870993
273,99.872847
274,99.874678
275,99.876490
276,99.878272
277,99.880040
278,99.881786
279,99.883509
280,99.885208
281,99.886893
282,99.888552
283,99.890191
284,99.891806
285,99.893397
286,99.894970
287,99.896528
288,99.898068
289,99.899595
290,99.901101
291,99.902574
292,99.904028
293,99.905459
294,99.906882
295,99.908296
296,99.909698
297,99.911080
298,99.912451
299,99.913812
300,99.915149
301,99.916474
302,99.917783
303,99.919081
304,99.920359
305,99.921629
306,99.922885
307,99.924128
308,99.925348
309,99.926544
310,99.927731
311,99.928910
312,99.930065
313,99.931209
314,99.932341
315,99.933462
316,99.934575
317,99.935666
318,99.936742
319,99.937812
320,99.938857
321,99.939894
322,99.940909
323,99.941913
324,99.942902
325,99.943883
326,99.944846
327,99.945801
328,99.946740
329,99.947670
330,99.948587
331,99.949492
332,99.950390
333,99.951281
334,99.952158
335,99.953019
336,99.953876
337,99.954713
338,99.955539
339,99.956357
340,99.957166
341,99.957960
342,99.958742
343,99.959508
344,99.960268
345,99.961023
346,99.961769
347,99.962504
348,99.963230
349,99.963947
350,99.964645
351,99.965336
352,99.966020
353,99.966683
354,99.967340
355,99.967990
356,99.968632
357,99.969267
358,99.969898
359,99.970520
360,99.971133
361,99.971743
362,99.972339
363,99.972930
364,99.973512
365,99.974080
366,99.974644
367,99.975196
368,99.975731
369,99.976260
370,99.976784
371,99.977295
372,99.977798
373,99.978291
374,99.978780
375,99.979262
376,99.979737
377,99.980209
378,99.980668
379,99.981125
380,99.981575
381,99.982013
382,99.982444
383,99.982862
384,99.983274
385,99.983679
386,99.984079
387,99.984470
388,99.984858
389,99.985242
390,99.985615
391,99.985987
392,99.986347
393,99.986702
394,99.987053
395,99.987396
396,99.987734
397,99.988069
398,99.988398
399,99.988721
400,99.989036
401,99.989340
402,99.989638
403,99.989932
404,99.990220
405,99.990503
406,99.990775
407,99.991044
408,99.991303
409,99.991562
410,99.991817
411,99.992066
412,99.992310
413,99.992550
414,99.992786
415,99.993017
416,99.993244
417,99.993469
418,99.993686
419,99.993896
420,99.994100
421,99.994302
422,99.994500
423,99.994693
424,99.994881
425,99.995064
426,99.995242
427,99.995417
428,99.995588
429,99.995753
430,99.995915
431,99.996073
432,99.996223
433,99.996371
434,99.996514
435,99.996652
436,99.996789
437,99.996920
438,99.997047
439,99.997169
440,99.997288
441,99.997404
442,99.997514
443,99.997622
444,99.997727
445,99.997829
446,99.997928
447,99.998027
448,99.998121
449,99.998211
450,99.998299
451,99.998386
452,99.998469
453,99.998548
454,99.998626
455,99.998702
456,99.998773
457,99.998842
458,99.998908
459,99.998972
460,99.999036
461,99.999096
462,99.999153
463,99.999209
464,99.999261
465,99.999310
466,99.999356
467,99.999401
468,99.999444
469,99.999485
470,99.999525
471,99.999563
472,99.999599
473,99.999632
474,99.999663
475,99.999692
476,99.999719
477,99.999745
478,99.999769
479,99.999791
480,99.999812
481,99.999832
482,99.999850
483,99.999867
484,99.999882
485,99.999896
486,99.999908
487,99.999920
488,99.999930
489,99.999940
490,99.999948
491,99.999956
492,99.999963
493,99.999969
494,99.999975
495,99.999980
496,99.999984
497,99.999987
498,99.999991
499,99.999993
500,99.999995
501,99.999997
502,99.999998
503,99.999999
504,99.999999
505,100.000000
506,100.000000
507,100.000000
508,100.000000
509,100.000000
510,100.000000
511,100.000000
512,100.000000
